Name,Financial Status,Fulfillment Status,Taxes,Total,Discount Amount,Created_at (UTC),Lineitem quantity,Lineitem price,Cancelled at,Payment Method,Refunded Amount,Location,Source,Lineitem name,Day,Day_Type,Hour,Month,Horario_correcto
MX33-2255,paid,fulfilled,737.93,5350.01,0.0,11/03/2018 19:46:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,STANLEY,Domingo,Fin de Semana,19,Marzo,True
MX33-2271,paid,fulfilled,248.28,1800.0,0.0,12/03/2018 18:31:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,SEYMOUR,Lunes,Entre Semana,18,Marzo,True
MX33-2272,paid,fulfilled,517.24,3750.0,0.0,12/03/2018 18:37:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,REVUELTAS,Lunes,Entre Semana,18,Marzo,True
MX33-2275,paid,fulfilled,248.28,1800.0,0.0,13/03/2018 18:34:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,ALDOUS,Martes,Entre Semana,18,Marzo,True
MX33-2276,paid,fulfilled,248.28,1800.0,0.0,13/03/2018 18:37:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,MOLEMAN,Martes,Entre Semana,18,Marzo,True
MX33-2277,paid,fulfilled,248.28,1800.0,0.0,13/03/2018 19:04:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,SEYMOUR,Martes,Entre Semana,19,Marzo,True
MX33-2278,paid,fulfilled,248.28,1800.0,0.0,13/03/2018 19:24:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,ESQUIVEL,Martes,Entre Semana,19,Marzo,True
MX33-2295,paid,fulfilled,248.28,1800.0,0.0,14/03/2018 18:21:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,PARKS,Miercoles,Entre Semana,18,Marzo,True
MX33-2296,paid,fulfilled,96.55,700.0,0.0,14/03/2018 18:38:00,1,700.0,No cancelado,External Credit,0.0,Tienda B,pos,Clipon,Miercoles,Entre Semana,18,Marzo,True
MX33-2297,paid,fulfilled,248.28,1800.0,0.0,14/03/2018 18:52:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,REVUELTAS,Miercoles,Entre Semana,18,Marzo,True
MX33-2298,paid,fulfilled,248.28,1800.0,0.0,14/03/2018 18:55:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,MOLEMAN,Miercoles,Entre Semana,18,Marzo,True
MX33-2304,paid,fulfilled,248.28,1800.0,0.0,16/03/2018 18:44:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,ALDOUS,Viernes,Fin de Semana,18,Marzo,True
MX33-2305,paid,fulfilled,296.55,2150.0,150.0,16/03/2018 18:48:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,SEYMOUR,Viernes,Fin de Semana,18,Marzo,True
MX33-2306,paid,fulfilled,248.28,1800.0,0.0,16/03/2018 19:03:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,STANLEY,Viernes,Fin de Semana,19,Marzo,True
MX33-2322,paid,fulfilled,227.59,1650.0,150.0,17/03/2018 18:22:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,PARKS,Sábado,Fin de Semana,18,Marzo,True
MX33-2323,paid,fulfilled,248.28,1800.0,0.0,17/03/2018 18:32:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,MOLEMAN,Sábado,Fin de Semana,18,Marzo,True
MX33-2324,paid,fulfilled,517.24,3750.0,0.0,17/03/2018 18:48:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,STANLEY,Sábado,Fin de Semana,18,Marzo,True
MX33-2325,paid,fulfilled,317.24,2300.0,0.0,17/03/2018 19:03:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,MOLEMAN,Sábado,Fin de Semana,19,Marzo,True
MX33-2326,paid,fulfilled,248.28,1800.0,0.0,17/03/2018 19:26:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,RUDYARD,Sábado,Fin de Semana,19,Marzo,True
MX33-2327,paid,fulfilled,517.24,3750.0,0.0,17/03/2018 19:38:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,MOLEMAN,Sábado,Fin de Semana,19,Marzo,True
MX33-2328,paid,fulfilled,248.28,1800.0,0.0,17/03/2018 19:44:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,CLARK,Sábado,Fin de Semana,19,Marzo,True
MX33-2329,paid,fulfilled,248.28,1800.0,0.0,17/03/2018 19:48:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,STANLEY,Sábado,Fin de Semana,19,Marzo,True
MX33-2349,paid,fulfilled,248.28,1800.0,0.0,18/03/2018 18:25:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,LUCAS,Domingo,Fin de Semana,18,Marzo,True
MX33-2350,paid,fulfilled,248.28,1800.0,0.0,18/03/2018 18:56:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,SEYMOUR,Domingo,Fin de Semana,18,Marzo,True
MX33-2371,paid,fulfilled,248.28,1800.0,0.0,19/03/2018 18:20:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,REVUELTAS,Lunes,Entre Semana,18,Marzo,True
MX33-2372,paid,fulfilled,248.28,1800.0,0.0,19/03/2018 18:44:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,CLARK,Lunes,Entre Semana,18,Marzo,True
MX33-2373,paid,fulfilled,317.24,2300.0,0.0,19/03/2018 18:58:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,MARTIN,Lunes,Entre Semana,18,Marzo,True
MX33-2374,paid,fulfilled,317.24,2300.0,0.0,19/03/2018 19:39:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,COOPER,Lunes,Entre Semana,19,Marzo,True
MX33-2375,paid,fulfilled,248.28,1800.0,0.0,19/03/2018 19:49:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,TRUMAN,Lunes,Entre Semana,19,Marzo,True
MX33-2383,refunded,fulfilled,248.28,1800.0,0.0,21/03/2018 18:20:00,1,1799.99,No cancelado,External Credit,1800.0,Tienda B,pos,ESQUIVEL,Miercoles,Entre Semana,18,Marzo,True
MX33-2384,paid,unfulfilled,517.24,3750.0,0.0,21/03/2018 19:07:00,1,1799.99,21/3/2018,Cash,0.0,Tienda B,pos,GONZO,Miercoles,Entre Semana,19,Marzo,True
MX33-2385,paid,fulfilled,248.28,1800.0,0.0,21/03/2018 19:17:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,SEYMOUR,Miercoles,Entre Semana,19,Marzo,True
MX33-2386,paid,fulfilled,248.28,1800.0,0.0,21/03/2018 19:44:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,LUCAS,Miercoles,Entre Semana,19,Marzo,True
MX33-2395,paid,fulfilled,248.28,1800.0,0.0,22/03/2018 18:22:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,ALDOUS,Jueves,Entre Semana,18,Marzo,True
MX33-2404,paid,fulfilled,248.28,1800.0,0.0,23/03/2018 18:19:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,MARTIN,Viernes,Fin de Semana,18,Marzo,True
MX33-2405,paid,fulfilled,248.28,1800.0,0.0,23/03/2018 18:21:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,ALDOUS,Viernes,Fin de Semana,18,Marzo,True
MX33-2406,paid,fulfilled,124.14,900.0,0.0,23/03/2018 18:30:00,2,450.0,No cancelado,External Credit,0.0,Tienda B,pos,Mica Monofocal,Viernes,Fin de Semana,18,Marzo,True
MX33-2407,paid,fulfilled,517.24,3750.0,0.0,23/03/2018 19:00:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,GINSBERG,Viernes,Fin de Semana,19,Marzo,True
MX33-2408,paid,fulfilled,468.97,3400.0,0.0,23/03/2018 19:18:00,1,1799.99,No cancelado,Cash + External Credit,0.0,Tienda B,pos,REVUELTAS,Viernes,Fin de Semana,19,Marzo,True
MX33-2423,paid,fulfilled,248.28,1800.0,0.0,24/03/2018 19:51:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,LUCAS,Sábado,Fin de Semana,19,Marzo,True
MX33-2440,paid,fulfilled,248.28,1800.0,0.0,25/03/2018 18:26:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,REVUELTAS,Domingo,Fin de Semana,18,Marzo,True
MX33-2441,paid,fulfilled,524.14,3800.0,0.0,25/03/2018 18:30:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,MOLEMAN,Domingo,Fin de Semana,18,Marzo,True
MX33-2442,paid,fulfilled,248.28,1800.0,0.0,25/03/2018 18:52:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,STANLEY,Domingo,Fin de Semana,18,Marzo,True
MX33-2443,paid,fulfilled,248.28,1800.0,0.0,25/03/2018 18:55:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,REVUELTAS,Domingo,Fin de Semana,18,Marzo,True
MX33-2444,paid,fulfilled,248.28,1800.0,0.0,25/03/2018 19:01:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,ALDOUS,Domingo,Fin de Semana,19,Marzo,True
MX33-2445,paid,fulfilled,248.28,1800.0,0.0,25/03/2018 19:11:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,JANIS,Domingo,Fin de Semana,19,Marzo,True
MX33-2446,paid,fulfilled,248.28,1800.0,0.0,25/03/2018 19:14:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,BARRAGAN,Domingo,Fin de Semana,19,Marzo,True
MX33-2447,paid,fulfilled,400.0,2900.0,0.0,25/03/2018 19:52:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,REVUELTAS,Domingo,Fin de Semana,19,Marzo,True
MX33-2465,paid,fulfilled,344.83,2500.0,0.0,26/03/2018 18:21:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,DARIA JR,Lunes,Entre Semana,18,Marzo,True
MX33-2466,paid,fulfilled,248.28,1800.0,0.0,26/03/2018 18:41:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,RUDYARD,Lunes,Entre Semana,18,Marzo,True
MX33-2467,paid,fulfilled,248.28,1800.0,0.0,26/03/2018 18:53:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,SEYMOUR,Lunes,Entre Semana,18,Marzo,True
MX33-2468,paid,fulfilled,248.28,1800.0,0.0,26/03/2018 18:59:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,OROZCO,Lunes,Entre Semana,18,Marzo,True
MX33-2469,paid,fulfilled,248.28,1800.0,0.0,26/03/2018 19:15:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,RUDYARD,Lunes,Entre Semana,19,Marzo,True
MX33-2470,paid,fulfilled,344.83,2500.0,0.0,26/03/2018 19:25:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,ALDOUS,Lunes,Entre Semana,19,Marzo,True
MX33-2471,paid,fulfilled,248.28,1800.0,0.0,26/03/2018 19:58:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,OROZCO,Lunes,Entre Semana,19,Marzo,True
MX33-2479,paid,fulfilled,248.28,1800.0,0.0,27/03/2018 18:37:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,MARTIN,Martes,Entre Semana,18,Marzo,True
MX33-2480,paid,fulfilled,248.28,1800.0,0.0,27/03/2018 18:44:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,CAMARENA,Martes,Entre Semana,18,Marzo,True
MX33-2481,paid,fulfilled,248.28,1800.0,0.0,27/03/2018 18:55:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,CLARK,Martes,Entre Semana,18,Marzo,True
MX33-2482,paid,fulfilled,248.28,1800.0,0.0,27/03/2018 19:10:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,LUCAS,Martes,Entre Semana,19,Marzo,True
MX33-2483,paid,fulfilled,248.28,1800.0,0.0,27/03/2018 19:23:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,ALDOUS,Martes,Entre Semana,19,Marzo,True
MX33-2484,partially_refunded,fulfilled,517.24,3750.0,0.0,27/03/2018 19:34:00,1,1799.99,No cancelado,External Credit,150.0,Tienda B,pos,MARTIN,Martes,Entre Semana,19,Marzo,True
MX33-2499,paid,fulfilled,248.28,1800.0,0.0,28/03/2018 18:42:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,TRUMAN,Miercoles,Entre Semana,18,Marzo,True
MX33-2500,paid,fulfilled,248.28,1800.0,0.0,28/03/2018 18:47:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,RUDYARD,Miercoles,Entre Semana,18,Marzo,True
MX33-2501,paid,fulfilled,248.28,1800.0,0.0,28/03/2018 18:52:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,ALDOUS,Miercoles,Entre Semana,18,Marzo,True
MX33-2502,paid,fulfilled,227.58,1650.0,150.0,28/03/2018 18:58:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,TRUMAN,Miercoles,Entre Semana,18,Marzo,True
MX33-2503,paid,fulfilled,248.28,1800.0,0.0,28/03/2018 19:34:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,CLARK,Miercoles,Entre Semana,19,Marzo,True
MX33-2524,paid,fulfilled,593.1,4300.0,0.0,30/03/2018 18:15:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,GONZO,Viernes,Fin de Semana,18,Marzo,True
MX33-2525,paid,fulfilled,248.28,1800.0,0.0,30/03/2018 18:29:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,CLARK,Viernes,Fin de Semana,18,Marzo,True
MX33-2526,paid,fulfilled,400.0,2900.0,0.0,30/03/2018 19:28:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,BARRAGAN,Viernes,Fin de Semana,19,Marzo,True
MX33-2527,paid,fulfilled,248.28,1800.0,0.0,30/03/2018 19:58:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,MARTIN,Viernes,Fin de Semana,19,Marzo,True
MX33-2537,partially_refunded,fulfilled,248.28,1800.0,0.0,31/03/2018 18:30:00,1,1799.99,No cancelado,Cash,150.0,Tienda B,pos,TRUMAN,Sábado,Fin de Semana,18,Marzo,True
MX33-2538,paid,fulfilled,248.28,1800.0,0.0,31/03/2018 18:38:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,LUCAS,Sábado,Fin de Semana,18,Marzo,True
MX35-1121,paid,fulfilled,0.0,1800.0,0.0,06/01/2018 18:43:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,MARTIN,Sábado,Fin de Semana,18,Enero,True
MX35-1122,paid,fulfilled,248.28,1800.0,0.0,06/01/2018 18:48:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,MOLEMAN,Sábado,Fin de Semana,18,Enero,True
MX35-1126,paid,fulfilled,248.28,1800.0,0.0,09/01/2018 19:10:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,RUDYARD,Martes,Entre Semana,19,Enero,True
MX35-1136,paid,fulfilled,496.55,3600.0,0.0,10/01/2018 18:26:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,BARRAGAN,Miercoles,Entre Semana,18,Enero,True
MX35-1137,paid,fulfilled,248.28,1800.0,0.0,10/01/2018 18:39:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,CAMARENA,Miercoles,Entre Semana,18,Enero,True
MX35-1148,paid,unfulfilled,248.27,1800.0,0.0,12/01/2018 19:56:00,1,1799.99,12/1/2018,External Credit,0.0,Tienda B,pos,SEYMOUR,Viernes,Fin de Semana,19,Enero,True
MX35-1152,paid,unfulfilled,248.28,1800.0,0.0,13/01/2018 18:09:00,1,1799.99,16/1/2018,Cash,0.0,Tienda B,pos,CAMARENA,Sábado,Fin de Semana,18,Enero,True
MX35-1153,paid,fulfilled,248.27,1800.0,0.0,13/01/2018 18:39:00,1,0.01,No cancelado,External Credit,0.0,Tienda B,pos,Micas Oftalmicas,Sábado,Fin de Semana,18,Enero,True
MX35-1154,paid,fulfilled,248.28,1800.0,0.0,13/01/2018 18:43:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,SEYMOUR,Sábado,Fin de Semana,18,Enero,True
MX35-1155,paid,fulfilled,344.83,2500.0,0.0,13/01/2018 18:56:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,ALDOUS,Sábado,Fin de Semana,18,Enero,True
MX35-1156,paid,fulfilled,248.28,1800.0,0.0,13/01/2018 19:06:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,MOLEMAN,Sábado,Fin de Semana,19,Enero,True
MX35-1157,paid,fulfilled,248.27,1800.0,0.0,13/01/2018 19:16:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,DARIA,Sábado,Fin de Semana,19,Enero,True
MX35-1158,paid,fulfilled,248.28,1800.0,0.0,13/01/2018 19:22:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,ESQUIVEL,Sábado,Fin de Semana,19,Enero,True
MX35-1174,paid,fulfilled,248.27,1800.0,0.0,14/01/2018 19:13:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,ALDOUS,Domingo,Fin de Semana,19,Enero,True
MX35-1175,partially_refunded,fulfilled,248.28,1800.0,0.0,14/01/2018 19:19:00,1,1799.99,No cancelado,External Credit,150.0,Tienda B,pos,CLARK,Domingo,Fin de Semana,19,Enero,True
MX35-1176,paid,fulfilled,248.27,1800.0,0.0,14/01/2018 19:35:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,CLARK,Domingo,Fin de Semana,19,Enero,True
MX35-1177,paid,fulfilled,517.24,3750.0,0.0,14/01/2018 19:53:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,SEYMOUR,Domingo,Fin de Semana,19,Enero,True
MX35-1195,paid,fulfilled,248.28,1800.0,0.0,16/01/2018 18:26:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,SEYMOUR,Martes,Entre Semana,18,Enero,True
MX35-1196,paid,fulfilled,227.58,1650.0,150.0,16/01/2018 19:07:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,ALDOUS,Martes,Entre Semana,19,Enero,True
MX35-1197,paid,fulfilled,248.28,1800.0,0.0,16/01/2018 19:40:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,ALDOUS,Martes,Entre Semana,19,Enero,True
MX35-1212,paid,fulfilled,248.28,1800.0,0.0,17/01/2018 18:35:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,CLARK,Miercoles,Entre Semana,18,Enero,True
MX35-1213,paid,fulfilled,0.0,0.0,1800.0,17/01/2018 19:09:00,1,1799.99,No cancelado,No efectuado,0.0,Tienda B,pos,ESQUIVEL,Miercoles,Entre Semana,19,Enero,True
MX35-1214,paid,fulfilled,227.58,1650.0,150.0,17/01/2018 19:23:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,MOLEMAN,Miercoles,Entre Semana,19,Enero,True
MX35-1215,paid,fulfilled,26.21,190.0,0.0,17/01/2018 19:44:00,1,70.0,No cancelado,Cash,0.0,Tienda B,pos,Polanco,Miercoles,Entre Semana,19,Enero,True
MX35-1226,paid,fulfilled,248.28,1800.0,0.0,19/01/2018 18:21:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,ALDOUS,Viernes,Fin de Semana,18,Enero,True
MX35-1227,paid,fulfilled,248.27,1800.0,0.0,19/01/2018 19:15:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,CHAVELA,Viernes,Fin de Semana,19,Enero,True
MX35-1235,paid,fulfilled,248.28,1800.0,0.0,20/01/2018 18:14:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,LUCAS,Sábado,Fin de Semana,18,Enero,True
MX35-1236,paid,fulfilled,248.28,1800.0,0.0,20/01/2018 18:46:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,SEYMOUR,Sábado,Fin de Semana,18,Enero,True
MX35-1237,paid,fulfilled,124.14,900.0,0.0,20/01/2018 19:04:00,2,450.0,No cancelado,External Credit,0.0,Tienda B,pos,Mica Monofocal,Sábado,Fin de Semana,19,Enero,True
MX35-1238,paid,fulfilled,248.28,1800.0,0.0,20/01/2018 19:12:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,RUDYARD,Sábado,Fin de Semana,19,Enero,True
MX35-1239,paid,unfulfilled,248.28,1800.0,0.0,20/01/2018 19:34:00,1,1799.99,28/1/2018,External Credit,0.0,Tienda B,pos,ALDOUS,Sábado,Fin de Semana,19,Enero,True
MX35-1240,paid,fulfilled,248.28,1800.0,0.0,20/01/2018 19:36:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,CLARK,Sábado,Fin de Semana,19,Enero,True
MX35-1241,paid,fulfilled,468.97,3400.0,0.0,20/01/2018 19:42:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,CHAVELA,Sábado,Fin de Semana,19,Enero,True
MX35-1256,partially_refunded,fulfilled,496.55,3600.0,0.0,21/01/2018 19:45:00,1,1799.99,No cancelado,External Credit,150.0,Tienda B,pos,WALLY,Domingo,Fin de Semana,19,Enero,True
MX35-1257,paid,fulfilled,15.17,110.0,0.0,21/01/2018 19:49:00,1,70.0,No cancelado,External Credit,0.0,Tienda B,pos,Polanco,Domingo,Fin de Semana,19,Enero,True
MX35-1258,paid,fulfilled,0.0,0.0,1800.0,21/01/2018 19:58:00,1,1799.99,No cancelado,No efectuado,0.0,Tienda B,pos,ESQUIVEL,Domingo,Fin de Semana,19,Enero,True
MX35-1268,paid,fulfilled,248.28,1800.0,0.0,22/01/2018 18:17:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,CAMARENA,Lunes,Entre Semana,18,Enero,True
MX35-1269,paid,fulfilled,248.28,1800.0,0.0,22/01/2018 18:31:00,1,1799.99,No cancelado,Cash + External Credit,0.0,Tienda B,pos,RAMIREZ,Lunes,Entre Semana,18,Enero,True
MX35-1270,paid,fulfilled,248.28,1800.0,0.0,22/01/2018 19:36:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,GINSBERG,Lunes,Entre Semana,19,Enero,True
MX35-1271,paid,fulfilled,227.58,1650.0,150.0,22/01/2018 19:40:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,ALDOUS,Lunes,Entre Semana,19,Enero,True
MX35-1283,paid,fulfilled,0.0,0.0,1800.0,23/01/2018 18:06:00,1,1799.99,No cancelado,No efectuado,0.0,Tienda B,pos,DARIA,Martes,Entre Semana,18,Enero,True
MX35-1284,paid,fulfilled,468.97,3400.0,0.0,23/01/2018 18:18:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,MARTIN,Martes,Entre Semana,18,Enero,True
MX35-1285,paid,fulfilled,248.28,1800.0,0.0,23/01/2018 18:38:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,DARIA,Martes,Entre Semana,18,Enero,True
MX35-1286,paid,fulfilled,248.28,1800.0,0.0,23/01/2018 18:51:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,JANIS,Martes,Entre Semana,18,Enero,True
MX35-1290,paid,fulfilled,717.24,5200.0,0.0,24/01/2018 18:46:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,DARIA,Miercoles,Entre Semana,18,Enero,True
MX35-1291,paid,fulfilled,227.59,1650.0,150.0,24/01/2018 19:06:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,LUCAS,Miercoles,Entre Semana,19,Enero,True
MX35-1292,paid,fulfilled,2.07,15.0,0.0,24/01/2018 19:10:00,1,15.0,No cancelado,Cash,0.0,Tienda B,pos,Polanco,Miercoles,Entre Semana,19,Enero,True
MX35-1293,paid,fulfilled,248.28,1800.0,0.0,24/01/2018 19:54:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,MOLEMAN,Miercoles,Entre Semana,19,Enero,True
MX35-1304,paid,fulfilled,248.28,1800.0,0.0,25/01/2018 18:17:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,ALDOUS,Jueves,Entre Semana,18,Enero,True
MX35-1305,paid,fulfilled,227.58,1650.0,150.0,25/01/2018 19:10:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,JANIS,Jueves,Entre Semana,19,Enero,True
MX35-1309,paid,fulfilled,248.28,1800.0,0.0,01/02/2018 18:22:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,ALDOUS,Jueves,Entre Semana,18,Febrero,True
MX35-1310,partially_refunded,fulfilled,248.28,1800.0,0.0,01/02/2018 18:42:00,1,1799.99,No cancelado,External Credit,150.0,Tienda B,pos,PARKS,Jueves,Entre Semana,18,Febrero,True
MX35-1311,paid,fulfilled,248.28,1800.0,0.0,01/02/2018 18:58:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,DARIA JR,Jueves,Entre Semana,18,Febrero,True
MX35-1312,paid,fulfilled,248.28,1800.0,0.0,01/02/2018 19:14:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,PARKS,Jueves,Entre Semana,19,Febrero,True
MX35-1313,paid,fulfilled,248.28,1800.0,0.0,01/02/2018 19:21:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,TRUMAN,Jueves,Entre Semana,19,Febrero,True
MX35-1314,paid,fulfilled,248.28,1800.0,0.0,01/02/2018 19:31:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,ESQUIVEL,Jueves,Entre Semana,19,Febrero,True
MX35-1315,paid,fulfilled,248.28,1800.0,0.0,01/02/2018 19:39:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,SEYMOUR,Jueves,Entre Semana,19,Febrero,True
MX35-1330,paid,fulfilled,227.58,1650.0,150.0,02/02/2018 19:24:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,ALDOUS,Viernes,Fin de Semana,19,Febrero,True
MX35-1348,paid,fulfilled,496.55,3600.0,0.0,05/02/2018 19:00:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,GONZO,Lunes,Entre Semana,19,Febrero,True
MX35-1349,paid,fulfilled,768.96,5575.0,975.0,05/02/2018 19:20:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,BARRAGAN,Lunes,Entre Semana,19,Febrero,True
MX35-1350,partially_refunded,fulfilled,248.28,1800.0,0.0,05/02/2018 19:38:00,1,1799.99,No cancelado,External Credit,150.0,Tienda B,pos,CLARK,Lunes,Entre Semana,19,Febrero,True
MX35-1351,paid,unfulfilled,248.28,1800.0,0.0,05/02/2018 19:50:00,1,1799.99,5/2/2018,External Credit,0.0,Tienda B,pos,SEYMOUR,Lunes,Entre Semana,19,Febrero,True
MX35-1364,paid,fulfilled,344.83,2500.0,0.0,06/02/2018 18:53:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,ALDOUS,Martes,Entre Semana,18,Febrero,True
MX35-1370,paid,fulfilled,248.28,1800.0,0.0,07/02/2018 19:04:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,MARTIN,Miercoles,Entre Semana,19,Febrero,True
MX35-1378,paid,fulfilled,248.28,1800.0,0.0,08/02/2018 17:37:00,1,1799.99,No cancelado,Cash,0.0,Tienda C,pos,OROZCO,Jueves,Entre Semana,17,Febrero,True
