Name,Financial Status,Fulfillment Status,Taxes,Total,Discount Amount,Created_at (UTC),Lineitem quantity,Lineitem price,Cancelled at,Payment Method,Refunded Amount,Location,Source,Lineitem name,Day,Day_Type,Hour,Month,Horario_correcto
MX32-1683,paid,unfulfilled,248.28,1800.0,0.0,10/03/2018 19:42:00,1,1799.99,12/5/2018,External Credit,0.0,Tienda C,pos,ESQUIVEL,Sábado,Fin de Semana,19,Marzo,True
MX32-1694,partially_refunded,fulfilled,248.28,1800.0,0.0,11/03/2018 19:21:00,1,1799.99,No cancelado,External Credit,150.0,Tienda C,pos,DARIA JR,Domingo,Fin de Semana,19,Marzo,True
MX32-1704,paid,fulfilled,317.24,2300.0,0.0,12/03/2018 19:24:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,STANLEY,Lunes,Entre Semana,19,Marzo,True
MX32-1705,paid,fulfilled,248.28,1800.0,0.0,12/03/2018 19:30:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,MARTIN,Lunes,Entre Semana,19,Marzo,True
MX32-1706,paid,fulfilled,324.14,2350.0,150.0,12/03/2018 19:41:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,DARIA JR,Lunes,Entre Semana,19,Marzo,True
MX32-1718,paid,fulfilled,248.28,1800.0,0.0,14/03/2018 18:13:00,1,1799.99,No cancelado,Cash + External Credit,0.0,Tienda A,pos,DARIA JR,Miercoles,Entre Semana,18,Marzo,True
MX32-1719,paid,fulfilled,248.28,1800.0,0.0,14/03/2018 19:12:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,MOLEMAN,Miercoles,Entre Semana,19,Marzo,True
MX32-1720,paid,fulfilled,248.28,1800.0,0.0,14/03/2018 19:23:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,TRUMAN,Miercoles,Entre Semana,19,Marzo,True
MX32-1721,refunded,unfulfilled,248.28,1800.0,0.0,14/03/2018 19:33:00,1,1799.99,14/3/2018,Cash,1800.0,Tienda A,pos,LUCAS,Miercoles,Entre Semana,19,Marzo,True
MX32-1722,paid,fulfilled,248.28,1800.0,0.0,14/03/2018 19:41:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,PARKS,Miercoles,Entre Semana,19,Marzo,True
MX32-1729,partially_refunded,fulfilled,248.28,1800.0,0.0,17/03/2018 18:28:00,1,1799.99,No cancelado,External Credit,150.0,Tienda C,pos,BARRAGAN,Sábado,Fin de Semana,18,Marzo,True
MX32-1730,paid,fulfilled,248.28,1800.0,0.0,17/03/2018 18:55:00,1,1799.99,No cancelado,External Credit,0.0,Tienda C,pos,CHAVELA,Sábado,Fin de Semana,18,Marzo,True
MX32-1731,paid,fulfilled,331.03,2400.0,100.0,17/03/2018 19:36:00,1,1799.99,No cancelado,External Credit,0.0,Tienda C,pos,ALDOUS,Sábado,Fin de Semana,19,Marzo,True
MX32-1743,paid,fulfilled,248.28,1800.0,0.0,18/03/2018 18:46:00,1,1799.99,No cancelado,External Credit,0.0,Tienda C,pos,CLARK,Domingo,Fin de Semana,18,Marzo,True
MX32-1744,paid,fulfilled,331.03,2400.0,100.0,18/03/2018 19:08:00,1,1799.99,No cancelado,External Credit,0.0,Tienda C,pos,DARIA JR,Domingo,Fin de Semana,19,Marzo,True
MX32-1748,paid,fulfilled,96.55,700.0,0.0,20/03/2018 18:17:00,1,700.0,No cancelado,Cash,0.0,Tienda C,pos,Clipon,Martes,Entre Semana,18,Marzo,True
MX32-1749,paid,fulfilled,572.41,4150.0,150.0,20/03/2018 18:57:00,1,1799.99,No cancelado,External Credit,0.0,Tienda C,pos,ALDOUS,Martes,Entre Semana,18,Marzo,True
MX32-1750,paid,fulfilled,344.83,2500.0,0.0,20/03/2018 18:59:00,1,1799.99,No cancelado,External Credit,0.0,Tienda C,pos,MOLEMAN,Martes,Entre Semana,18,Marzo,True
MX32-1751,paid,fulfilled,448.27,3250.0,150.0,20/03/2018 19:08:00,1,1799.99,No cancelado,External Credit,0.0,Tienda C,pos,JANIS,Martes,Entre Semana,19,Marzo,True
MX32-1753,paid,fulfilled,248.28,1800.0,0.0,21/03/2018 18:21:00,1,1799.99,No cancelado,External Credit,0.0,Tienda C,pos,DARIA,Miercoles,Entre Semana,18,Marzo,True
MX32-1754,paid,fulfilled,248.28,1800.0,0.0,21/03/2018 18:47:00,1,1799.99,No cancelado,Cash,0.0,Tienda C,pos,MOLEMAN,Miercoles,Entre Semana,18,Marzo,True
MX32-1755,paid,fulfilled,248.28,1800.0,0.0,21/03/2018 19:45:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,ALDOUS,Miercoles,Entre Semana,19,Marzo,True
MX32-1772,paid,fulfilled,248.28,1800.0,0.0,22/03/2018 18:33:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,CHAVELA,Jueves,Entre Semana,18,Marzo,True
MX32-1773,paid,fulfilled,248.28,1800.0,0.0,22/03/2018 19:39:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,ALDOUS,Jueves,Entre Semana,19,Marzo,True
MX32-1774,paid,fulfilled,248.28,1800.0,0.0,22/03/2018 19:45:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,PARKS,Jueves,Entre Semana,19,Marzo,True
MX32-1775,paid,fulfilled,96.55,700.0,0.0,22/03/2018 19:48:00,1,700.0,No cancelado,External Credit,0.0,Tienda A,pos,Clipon,Jueves,Entre Semana,19,Marzo,True
MX32-1784,paid,fulfilled,248.28,1800.0,0.0,24/03/2018 18:06:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,RAMIREZ,Sábado,Fin de Semana,18,Marzo,True
MX32-1785,paid,fulfilled,441.38,3200.0,0.0,24/03/2018 18:16:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,ALDOUS,Sábado,Fin de Semana,18,Marzo,True
MX32-1786,paid,unfulfilled,324.14,2350.0,150.0,24/03/2018 19:43:00,1,1799.99,24/3/2018,External Credit,0.0,Tienda A,pos,ALDOUS,Sábado,Fin de Semana,19,Marzo,True
MX32-1799,paid,fulfilled,248.28,1800.0,0.0,25/03/2018 18:27:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,GONZO,Domingo,Fin de Semana,18,Marzo,True
MX32-1800,paid,fulfilled,248.28,1800.0,0.0,25/03/2018 19:02:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,CHAVELA,Domingo,Fin de Semana,19,Marzo,True
MX32-1801,paid,fulfilled,248.28,1800.0,0.0,25/03/2018 19:15:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,RUDYARD,Domingo,Fin de Semana,19,Marzo,True
MX32-1802,paid,unfulfilled,248.28,1800.0,0.0,25/03/2018 19:18:00,1,1799.99,31/3/2018,External Credit,0.0,Tienda A,pos,DARIA,Domingo,Fin de Semana,19,Marzo,True
MX32-1803,paid,fulfilled,248.28,1800.0,0.0,25/03/2018 19:20:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,GONZO,Domingo,Fin de Semana,19,Marzo,True
MX32-1804,paid,fulfilled,496.55,3600.0,150.0,25/03/2018 19:50:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,SEYMOUR,Domingo,Fin de Semana,19,Marzo,True
MX32-1835,paid,fulfilled,248.28,1800.0,0.0,28/03/2018 18:37:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,SEYMOUR,Miercoles,Entre Semana,18,Marzo,True
MX32-1836,paid,fulfilled,248.28,1800.0,0.0,28/03/2018 18:50:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,ALDOUS,Miercoles,Entre Semana,18,Marzo,True
MX32-1837,paid,fulfilled,496.55,3600.0,0.0,28/03/2018 19:02:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,JANIS,Miercoles,Entre Semana,19,Marzo,True
MX32-1838,paid,fulfilled,248.28,1800.0,0.0,28/03/2018 19:13:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,JANIS,Miercoles,Entre Semana,19,Marzo,True
MX32-1854,paid,fulfilled,96.55,700.0,0.0,30/03/2018 18:23:00,1,700.0,No cancelado,External Credit,0.0,Tienda A,pos,Clipon,Viernes,Fin de Semana,18,Marzo,True
MX32-1855,paid,fulfilled,227.59,1650.0,150.0,30/03/2018 18:30:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,PARKS,Viernes,Fin de Semana,18,Marzo,True
MX32-1856,paid,fulfilled,227.58,1650.0,150.0,30/03/2018 19:19:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,ESQUIVEL,Viernes,Fin de Semana,19,Marzo,True
MX32-1857,paid,fulfilled,227.58,1650.0,150.0,30/03/2018 19:22:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,JANIS,Viernes,Fin de Semana,19,Marzo,True
MX32-1858,paid,fulfilled,593.1,4300.0,0.0,30/03/2018 19:25:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,TRUMAN,Viernes,Fin de Semana,19,Marzo,True
MX32-1859,paid,fulfilled,496.55,3600.0,0.0,30/03/2018 19:32:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,PARKS,Viernes,Fin de Semana,19,Marzo,True
MX32-1860,paid,fulfilled,248.28,1800.0,0.0,30/03/2018 19:39:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,Polanco,Viernes,Fin de Semana,19,Marzo,True
MX32-1861,partially_refunded,fulfilled,248.28,1800.0,0.0,30/03/2018 19:48:00,1,1799.99,No cancelado,Cash,150.0,Tienda A,pos,SEYMOUR,Viernes,Fin de Semana,19,Marzo,True
MX32-1874,paid,fulfilled,248.28,1800.0,0.0,31/03/2018 19:00:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,MARTIN,Sábado,Fin de Semana,19,Marzo,True
MX32-1875,paid,fulfilled,496.55,3600.0,0.0,31/03/2018 19:09:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,MARTIN,Sábado,Fin de Semana,19,Marzo,True
MX32-1876,paid,fulfilled,248.28,1800.0,0.0,31/03/2018 19:49:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,GONZO,Sábado,Fin de Semana,19,Marzo,True
MX33-1438,paid,fulfilled,248.28,1800.0,0.0,02/01/2018 19:26:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,DARIA,Martes,Entre Semana,19,Enero,True
MX33-1439,partially_refunded,fulfilled,248.28,1800.0,0.0,02/01/2018 19:52:00,1,1799.99,No cancelado,External Credit,151.0,Tienda B,pos,LUCAS,Martes,Entre Semana,19,Enero,True
MX33-1457,paid,fulfilled,248.28,1800.0,0.0,04/01/2018 18:32:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,WALTER,Jueves,Entre Semana,18,Enero,True
MX33-1458,paid,unfulfilled,468.97,3400.0,0.0,04/01/2018 18:40:00,1,1799.99,19/1/2018,Cash,0.0,Tienda B,pos,WOODY,Jueves,Entre Semana,18,Enero,True
MX33-1459,paid,fulfilled,344.83,2500.0,0.0,04/01/2018 18:44:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,ALDOUS,Jueves,Entre Semana,18,Enero,True
MX33-1460,paid,fulfilled,344.83,2500.0,0.0,04/01/2018 18:56:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,DARIA JR,Jueves,Entre Semana,18,Enero,True
MX33-1461,paid,fulfilled,248.28,1800.0,0.0,04/01/2018 19:28:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,JANIS,Jueves,Entre Semana,19,Enero,True
MX33-1462,paid,fulfilled,248.28,1800.0,0.0,04/01/2018 19:44:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,MOLEMAN,Jueves,Entre Semana,19,Enero,True
MX33-1479,partially_refunded,fulfilled,248.28,1800.0,0.0,05/01/2018 18:46:00,1,1799.99,No cancelado,External Credit,150.0,Tienda B,pos,ESQUIVEL,Viernes,Fin de Semana,18,Enero,True
MX33-1480,partially_refunded,fulfilled,248.28,1800.0,0.0,05/01/2018 18:50:00,1,1799.99,No cancelado,External Credit,150.0,Tienda B,pos,WALLY,Viernes,Fin de Semana,18,Enero,True
MX33-1481,paid,fulfilled,248.28,1800.0,0.0,05/01/2018 19:22:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,MOLEMAN,Viernes,Fin de Semana,19,Enero,True
MX33-1482,paid,fulfilled,344.83,2500.0,0.0,05/01/2018 19:49:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,RAMIREZ,Viernes,Fin de Semana,19,Enero,True
MX33-1490,paid,fulfilled,248.28,1800.0,0.0,06/01/2018 18:29:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,ESQUIVEL,Sábado,Fin de Semana,18,Enero,True
MX33-1491,paid,fulfilled,19.31,140.0,0.0,06/01/2018 19:09:00,2,70.0,No cancelado,Cash,0.0,Tienda B,pos,Libreta #Cuatroojos,Sábado,Fin de Semana,19,Enero,True
MX33-1503,paid,fulfilled,248.28,1800.0,0.0,07/01/2018 19:43:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,ALDOUS,Domingo,Fin de Semana,19,Enero,True
MX33-1515,paid,fulfilled,248.28,1800.0,0.0,08/01/2018 18:58:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,WOODY,Lunes,Entre Semana,18,Enero,True
MX33-1516,paid,fulfilled,248.28,1800.0,0.0,08/01/2018 19:01:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,RAMIREZ,Lunes,Entre Semana,19,Enero,True
MX33-1533,paid,fulfilled,248.28,1800.0,0.0,11/01/2018 19:29:00,1,1799.99,No cancelado,Gift Card,0.0,Tienda B,pos,JANIS,Jueves,Entre Semana,19,Enero,True
MX33-1536,paid,fulfilled,248.28,1800.0,0.0,12/01/2018 19:46:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,ALDOUS,Viernes,Fin de Semana,19,Enero,True
MX33-1547,paid,fulfilled,248.28,1800.0,0.0,13/01/2018 18:06:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,DARIA,Sábado,Fin de Semana,18,Enero,True
MX33-1548,paid,fulfilled,344.83,2500.0,0.0,13/01/2018 18:26:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,GINSBERG,Sábado,Fin de Semana,18,Enero,True
MX33-1549,paid,fulfilled,248.28,1800.0,0.0,13/01/2018 18:42:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,ALDOUS,Sábado,Fin de Semana,18,Enero,True
MX33-1550,paid,fulfilled,248.28,1800.0,0.0,13/01/2018 18:52:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,WALTER,Sábado,Fin de Semana,18,Enero,True
MX33-1551,paid,fulfilled,248.28,1800.0,0.0,13/01/2018 19:18:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,MARTIN,Sábado,Fin de Semana,19,Enero,True
MX33-1552,paid,fulfilled,496.55,3600.0,0.0,13/01/2018 19:44:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,STANLEY,Sábado,Fin de Semana,19,Enero,True
MX33-1553,partially_refunded,fulfilled,248.28,1800.0,0.0,13/01/2018 19:51:00,1,1799.99,No cancelado,External Credit,150.0,Tienda B,pos,GINSBERG,Sábado,Fin de Semana,19,Enero,True
MX33-1569,paid,fulfilled,393.1,2850.0,150.0,14/01/2018 18:29:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,ALDOUS,Domingo,Fin de Semana,18,Enero,True
MX33-1570,paid,fulfilled,517.24,3750.0,0.0,14/01/2018 19:05:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,LUCAS,Domingo,Fin de Semana,19,Enero,True
MX33-1571,paid,fulfilled,248.28,1800.0,0.0,14/01/2018 19:14:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,CLARK,Domingo,Fin de Semana,19,Enero,True
MX33-1582,partially_refunded,fulfilled,248.28,1800.0,0.0,15/01/2018 18:45:00,1,1799.99,No cancelado,External Credit,150.0,Tienda B,pos,SEYMOUR,Lunes,Entre Semana,18,Enero,True
MX33-1583,paid,fulfilled,248.28,1800.0,0.0,15/01/2018 18:52:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,MARTIN,Lunes,Entre Semana,18,Enero,True
MX33-1584,paid,fulfilled,517.24,3750.0,0.0,15/01/2018 19:55:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,JANIS,Lunes,Entre Semana,19,Enero,True
MX33-1589,paid,fulfilled,248.28,1800.0,0.0,17/01/2018 18:21:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,CLARK,Miercoles,Entre Semana,18,Enero,True
MX33-1590,paid,fulfilled,248.28,1800.0,0.0,17/01/2018 19:15:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,ALDOUS,Miercoles,Entre Semana,19,Enero,True
MX33-1596,paid,fulfilled,248.28,1800.0,0.0,18/01/2018 18:20:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,BARRAGAN,Jueves,Entre Semana,18,Enero,True
MX33-1597,partially_refunded,fulfilled,468.97,3400.0,0.0,18/01/2018 18:58:00,1,1799.99,No cancelado,External Credit,300.0,Tienda B,pos,HAWKING,Jueves,Entre Semana,18,Enero,True
MX33-1598,paid,fulfilled,0.0,0.0,3750.0,18/01/2018 19:18:00,1,1799.99,No cancelado,No efectuado,0.0,Tienda B,pos,ESQUIVEL,Jueves,Entre Semana,19,Enero,True
MX33-1599,paid,fulfilled,227.59,1650.0,150.0,18/01/2018 19:42:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,ALDOUS,Jueves,Entre Semana,19,Enero,True
MX33-1611,paid,fulfilled,324.14,2350.0,150.0,19/01/2018 18:13:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,CLARK,Viernes,Fin de Semana,18,Enero,True
MX33-1612,paid,fulfilled,7.59,55.0,0.0,19/01/2018 18:15:00,1,40.0,No cancelado,Cash,0.0,Tienda B,pos,Taza #Cuatroojos,Viernes,Fin de Semana,18,Enero,True
MX33-1624,paid,fulfilled,248.28,1800.0,0.0,20/01/2018 18:26:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,CHAVELA,Sábado,Fin de Semana,18,Enero,True
MX33-1625,partially_refunded,fulfilled,248.28,1800.0,0.0,20/01/2018 18:54:00,1,1799.99,No cancelado,External Credit,150.0,Tienda B,pos,RAMIREZ,Sábado,Fin de Semana,18,Enero,True
MX33-1626,paid,fulfilled,524.14,5700.0,150.01,20/01/2018 19:59:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,RAMIREZ,Sábado,Fin de Semana,19,Enero,True
MX33-1641,paid,fulfilled,248.28,1800.0,0.0,21/01/2018 18:29:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,SEYMOUR,Domingo,Fin de Semana,18,Enero,True
MX33-1642,paid,fulfilled,248.28,1800.0,0.0,21/01/2018 18:34:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,DARIA JR,Domingo,Fin de Semana,18,Enero,True
MX33-1643,partially_refunded,fulfilled,248.28,1800.0,0.0,21/01/2018 18:57:00,1,1799.99,No cancelado,Cash,150.0,Tienda B,pos,MARTIN,Domingo,Fin de Semana,18,Enero,True
MX33-1644,refunded,unfulfilled,248.28,1800.0,0.0,21/01/2018 19:18:00,1,1799.99,22/2/2018,External Credit,1800.0,Tienda B,pos,CLARK,Domingo,Fin de Semana,19,Enero,True
MX33-1645,paid,fulfilled,248.28,1800.0,0.0,21/01/2018 19:22:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,STANLEY,Domingo,Fin de Semana,19,Enero,True
MX33-1660,paid,fulfilled,248.28,1800.0,0.0,23/01/2018 19:03:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,DARIA,Martes,Entre Semana,19,Enero,True
MX33-1661,partially_refunded,fulfilled,248.28,1800.0,0.0,23/01/2018 19:15:00,1,1799.99,No cancelado,Cash,150.0,Tienda B,pos,HAWKING,Martes,Entre Semana,19,Enero,True
MX33-1673,paid,fulfilled,227.59,1650.0,150.0,24/01/2018 19:07:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,MOLEMAN,Miercoles,Entre Semana,19,Enero,True
MX33-1674,paid,fulfilled,248.28,1800.0,0.0,24/01/2018 19:52:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,SEYMOUR,Miercoles,Entre Semana,19,Enero,True
MX33-1681,paid,fulfilled,317.24,2300.0,0.0,25/01/2018 19:31:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,ESQUIVEL,Jueves,Entre Semana,19,Enero,True
MX33-1682,paid,fulfilled,496.55,3600.0,0.0,25/01/2018 19:45:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,BARRAGAN,Jueves,Entre Semana,19,Enero,True
MX33-1683,paid,fulfilled,593.1,4300.0,0.0,25/01/2018 19:57:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,HAWKING,Jueves,Entre Semana,19,Enero,True
MX33-1688,paid,fulfilled,248.28,1800.0,0.0,26/01/2018 18:11:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,RUDYARD,Viernes,Fin de Semana,18,Enero,True
MX33-1689,paid,fulfilled,248.28,1800.0,0.0,26/01/2018 18:36:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,PARKS,Viernes,Fin de Semana,18,Enero,True
MX33-1690,paid,fulfilled,248.28,1800.0,0.0,26/01/2018 19:23:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,PARKS,Viernes,Fin de Semana,19,Enero,True
MX33-1700,paid,fulfilled,613.79,4450.0,0.01,27/01/2018 18:15:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,MOLEMAN,Sábado,Fin de Semana,18,Enero,True
MX33-1701,paid,fulfilled,248.28,1800.0,0.0,27/01/2018 18:53:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,ALDOUS,Sábado,Fin de Semana,18,Enero,True
MX33-1702,paid,fulfilled,344.83,2500.0,0.0,27/01/2018 19:09:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,LUCAS,Sábado,Fin de Semana,19,Enero,True
MX33-1703,paid,fulfilled,248.28,1800.0,0.0,27/01/2018 19:58:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,CAMARENA,Sábado,Fin de Semana,19,Enero,True
MX33-1718,paid,fulfilled,248.28,1800.0,0.0,28/01/2018 18:51:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,MOLEMAN,Domingo,Fin de Semana,18,Enero,True
MX33-1719,paid,fulfilled,227.59,1650.0,150.0,28/01/2018 19:20:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,LUCAS,Domingo,Fin de Semana,19,Enero,True
MX33-1720,paid,fulfilled,248.28,1800.0,0.0,28/01/2018 19:30:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,MOLEMAN,Domingo,Fin de Semana,19,Enero,True
MX33-1721,paid,fulfilled,248.28,1800.0,0.0,28/01/2018 19:37:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,COOPER,Domingo,Fin de Semana,19,Enero,True
MX33-1722,paid,fulfilled,475.86,3450.0,150.0,28/01/2018 19:50:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,MARTIN,Domingo,Fin de Semana,19,Enero,True
MX33-1737,paid,fulfilled,248.28,1800.0,0.0,29/01/2018 19:29:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,STANLEY,Lunes,Entre Semana,19,Enero,True
MX33-1745,paid,fulfilled,248.28,1800.0,0.0,30/01/2018 18:30:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,CLARK,Martes,Entre Semana,18,Enero,True
MX33-1753,paid,fulfilled,248.28,1800.0,0.0,31/01/2018 18:09:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,SEYMOUR,Miercoles,Entre Semana,18,Enero,True
MX33-1754,partially_refunded,fulfilled,248.28,1800.0,0.0,31/01/2018 18:29:00,1,1799.99,No cancelado,Cash,150.0,Tienda B,pos,SEYMOUR,Miercoles,Entre Semana,18,Enero,True
MX33-1755,paid,fulfilled,248.28,1800.0,0.0,31/01/2018 18:51:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,BARRAGAN,Miercoles,Entre Semana,18,Enero,True
MX33-1756,paid,fulfilled,248.28,1800.0,0.0,31/01/2018 19:48:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,PARKS,Miercoles,Entre Semana,19,Enero,True
MX33-1793,paid,fulfilled,248.28,1800.0,0.0,09/02/2018 18:11:00,1,1799.99,No cancelado,Gift Card,0.0,Tienda B,pos,GONZO,Viernes,Fin de Semana,18,Febrero,True
MX33-1794,paid,unfulfilled,248.28,1800.0,0.0,09/02/2018 18:40:00,1,1799.99,19/2/2018,External Credit,0.0,Tienda B,pos,GONZO,Viernes,Fin de Semana,18,Febrero,True
MX33-1795,paid,fulfilled,255.17,1850.0,0.0,09/02/2018 19:04:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,STANLEY,Viernes,Fin de Semana,19,Febrero,True
MX33-1796,paid,fulfilled,248.28,1800.0,0.0,09/02/2018 19:54:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,PARKS,Viernes,Fin de Semana,19,Febrero,True
MX33-1801,paid,fulfilled,248.28,1800.0,0.0,10/02/2018 18:21:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,MOLEMAN,Sábado,Fin de Semana,18,Febrero,True
MX33-1802,paid,fulfilled,0.0,0.0,1800.0,10/02/2018 18:44:00,1,1799.99,No cancelado,No efectuado,0.0,Tienda B,pos,JANIS,Sábado,Fin de Semana,18,Febrero,True
MX33-1803,paid,fulfilled,248.28,1800.0,0.0,10/02/2018 18:50:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,TRUMAN,Sábado,Fin de Semana,18,Febrero,True
MX33-1804,paid,fulfilled,248.28,1800.0,0.0,10/02/2018 18:58:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,MOLEMAN,Sábado,Fin de Semana,18,Febrero,True
MX33-1805,paid,fulfilled,324.14,2350.0,0.0,10/02/2018 19:18:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,REVUELTAS,Sábado,Fin de Semana,19,Febrero,True
MX33-1806,paid,fulfilled,248.28,1800.0,0.0,10/02/2018 19:25:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,RUDYARD,Sábado,Fin de Semana,19,Febrero,True
MX33-1807,paid,fulfilled,248.28,1800.0,0.0,10/02/2018 19:36:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,DARIA,Sábado,Fin de Semana,19,Febrero,True
MX33-1808,paid,fulfilled,248.28,1800.0,0.0,10/02/2018 19:39:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,PARKS,Sábado,Fin de Semana,19,Febrero,True
MX33-1809,paid,fulfilled,248.28,1800.0,0.0,10/02/2018 19:56:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,JANIS,Sábado,Fin de Semana,19,Febrero,True
MX33-1835,paid,fulfilled,227.59,1650.0,150.0,11/02/2018 19:19:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,CLARK,Domingo,Fin de Semana,19,Febrero,True
